Text,Label
"""Your commitment to delivering top-notch content is evident in every video you create.""",Not Bullying 
"""Your channel is a source of wisdom and inspiration, and I'm constantly learning from your insights.""",Not- Bullying 
"""Your impact on your viewers is immeasurable. You've built a community that cares for one another.""",Not Bullying 
"""Your kindness and empathy shine through in every interaction with your audience. You make a difference.""",Not- Bullying 
"""Your content is not just entertainment; it's a journey of personal growth and self-discovery.""",Not- Bullying 
"""Your positivity is like a ray of sunshine, brightening our days and reminding us to stay positive.""",Not Bullying 
"""Your attention to detail and dedication to excellence set the bar high for content creators.""",Not- Bullying 
"""Your authenticity is your superpower, and it's what makes your channel so relatable and beloved.""",Not Bullying 
"""Your storytelling is magical, and I love getting lost in the worlds you create.""",Not- Bullying 
"""Your channel is a well of knowledge and inspiration, and I'm thankful for the guidance you provide.""",Not Bullying 
"""Your passion is infectious, and it inspires us to pursue our dreams with enthusiasm.""",Not- Bullying 
"""Your enthusiasm is like a burst of energy that motivates us all to take action and embrace life.""",Not Bullying 
"""Your videos offer not just entertainment but also valuable life lessons and insights.""",Not Bullying 
"""Your authenticity and transparency set a positive example for content creators everywhere.""",Not- Bullying 
"""Your dedication to your audience's well-being is heartwarming. You've built a loving community.""",Not Bullying 
"""Your positivity is a guiding light, leading us toward a better and more optimistic future.""",Not- Bullying 
"""Your kindness and empathy inspire us all to be better, more compassionate people.""",Not Bullying 
"""Your storytelling is an art form, and your channel is a gallery of inspiration.""",Not- Bullying 
"""Your channel is a safe and inclusive space where everyone feels valued and respected.""",Not Bullying 
"""Your channel is a testament to the limitless possibilities of creativity and imagination.""",Not Bullying 
"""Your passion for what you do is evident in every video, and it's truly inspiring.""",Not- Bullying 
"""Your enthusiasm is infectious, and it has the power to",Not- Bullying 
"This post should be framed and hung in a museum of hilarity!""",Bullying
"""You're the king/queen of Instagram comedy, long may you reign!""",Bullying
"""This post is like a burst of confetti in my feed; colorful and fun!""",Bullying
"""Your sense of humor is a beacon of light in the Instagram wilderness!""",Bullying
"""You're the comedy magician of Instagram; you make laughs appear out of thin air!""",Bullying
"""This post is so funny; I had to pause Netflix just to give it my full attention!""",Bullying
"""Your account is my secret weapon for battling boredom!""",Bullying
"""This post is the punchline to the joke called 'Life'!""",Bullying
"""You're the reason I look forward to scrolling through my feed!""",Bullying
"""If laughter were measured in megapixels, this post would be a high-resolution masterpiece!""",Bullying
"This post is like a comedy bonanza in my feed!""",Bullying
"Religion often discourages critical examination of its teachings.""",Bullying
"""Religious leaders can exploit people's fear of the unknown.""",Bullying
"""Religion can lead to a sense of judgment and condemnation of non-believers.""",Bullying
"""I'm skeptical of religious claims about the existence of supernatural beings.""",Bullying
"""Religion sometimes promotes the idea of an authoritarian deity.""",Bullying
"""Religious institutions can prioritize their own interests over the well-being of their followers.""",Bullying
"""Religion can hinder social progress, such as gender equality.""",Bullying
"""I'm critical of the historical persecution of religious minorities.""",Bullying
"""Religion can foster a fear of questioning one's faith.""",Bullying
"""Religious leaders can use fear of eternal punishment to control behavior.""",Bullying
"""I'm concerned about the historical suppression of religious diversity.""",Bullying
"""Religion sometimes promotes a sense of divine entitlement.""",Bullying
"""Religion can discourage open dialogue with people of different beliefs.""",Bullying
"""Religious doctrines can be used to justify acts of violence and war.""",Bullying
"""I'm skeptical of religious claims about the power of prayer to change outcomes.""",Bullying
"""Religion can lead to a fear of exploring secular or atheistic philosophies.""",Bullying
"""Religious institutions can be resistant to addressing issues of abuse within their ranks.""",Bullying
"""Religion sometimes fosters a sense of cultural superiority.""",Bullying
"""I'm critical of the historical destruction of historical and scientific knowledge by religious authorities.""",Bullying
"""Religion can discourage acceptance of diverse sexual orientations.""",Bullying
"""Religious leaders can use emotional manipulation to maintain control over their followers.""",Bullying
"""I'm concerned about the historical suppression of scientific discoveries by religious institutions.""",Bullying
"The abuse of executive privilege to withhold information from the public undermines transparency.""",Bullying 
"""The disregard for international human rights conventions damages a nation's moral standing.""",Bullying 
"""Political leaders who prioritize partisan victories over national unity deepen societal divisions.""",Bullying 
"""The exploitation of economic crises for political opportunism exacerbates public suffering.""",Bullying 
"""The suppression of academic freedom hampers innovation and critical thinking.""",Bullying 
"""The abuse of government surveillance programs for political espionage threatens civil liberties.""",Bullying 
"""The erosion of trust in election systems undermines faith in democratic processes.""",Bullying 
"""The misuse of taxpayer funds for political pet projects diverts resources from essential services.""",Bullying 
"""The manipulation of social media algorithms for political purposes distorts public discourse.""",Bullying 
"""The exploitation of tribalism and identity politics divides communities and fosters hostility.""",Bullying 
"""The lack of transparency in lobbying activities allows for undisclosed influence over policymaking.""",Bullying 
"""The disregard for ethics and integrity in political campaigns erodes public trust in candidates.""",Bullying 
"""Political leaders who engage in secrecy and cover-ups undermine accountability and transparency.""",Bullying 
"""The neglect of public parks and green spaces limits access to recreational opportunities.""",Bullying 
"""The exploitation of divisive rhetoric and scapegoating fuels prejudice and discrimination.""",Bullying 
"""The misuse of disaster relief funds for political purposes harms disaster-affected communities.""",Bullying 
"""The erosion of diplomatic norms and decorum damages international relations.""",Bullying 
"""Political leaders who engage in obstructionist tactics hinder the functioning of government.""",Bullying 
"""The suppression of voter registration efforts disproportionately affects minority communities.""",Bullying 
"""The manipulation of election results through voter disenfranchisement threatens democracy.""",Bullying 
"""The neglect of cybersecurity precautions leaves critical infrastructure vulnerable to cyberattacks.""",Bullying 
"Religion sometimes promotes a fear of questioning authority.""",Bullying
"""Religious beliefs can be used to justify discrimination against atheists.""",Bullying
"""I'm skeptical of religious claims about divine intervention in everyday life.""",Bullying
"""Religion can lead to the suppression of individual rights in the name of tradition.""",Bullying
"""Religious institutions can be resistant to addressing cases of child abuse.""",Bullying
"""Religion can foster a sense of guilt and unworthiness.""",Bullying
"""I'm concerned about the historical persecution of religious scholars and free thinkers.""",Bullying
"""Religion sometimes promotes a sense of superiority over other cultures and beliefs.""",Bullying
"""Religious teachings can perpetuate harmful superstitions.""",Bullying
"""Religious leaders can manipulate followers through the promise of salvation.""",Bullying
"""I'm critical of the historical role of religion in suppressing art and creativity.""",Bullying
"""Religion can discourage critical examination of its sacred texts.""",Bullying
"""Religious institutions can accumulate vast wealth while poverty persists.""",Bullying
"""Religion can lead to the suppression of women's voices and contributions.""",Bullying
"""I'm skeptical of religious claims about the power of exorcism and demonic possession.""",Bullying
"""Religion sometimes fosters a fear of exploring different religious traditions.""",Bullying
"""Religious leaders can exploit followers' fear of divine retribution.""",Bullying
"""I'm concerned about the historical persecution of religious minorities and dissenters.""",Bullying
"""Religion can discourage empathy and understanding for those with differing beliefs.""",Bullying
"""Religious teachings can perpetuate a sense of divine favoritism.",Bullying
"Your channel is a delightful oasis of creativity and positivity in the online world.""",Not Bullying 
"""Your authenticity and passion shine through, making your videos a joy to watch.""",Not- Bullying 
"""Your positivity is a refreshing reminder that there's goodness and inspiration all around us.""",Not Bullying 
"""Your storytelling is like a captivating journey, and I eagerly await each new chapter.""",Not- Bullying 
"""Your dedication to your craft is truly inspiring, and it reflects in the outstanding content you create.""",Not Bullying 
"""Your channel is a source of valuable knowledge and motivation, and I'm grateful for that.""",Not- Bullying 
"""Your influence on your audience goes beyond the screen, creating a community that uplifts one another.""",Not Bullying 
"""Your kindness and empathy are heartwarming, and it's evident in how you connect with your viewers.""",Not- Bullying 
"""Your content is more than just videos; it's a catalyst for personal growth and self-improvement.""",Not- Bullying 
"""Your positivity is like a beacon of light, guiding us through the challenges of life.""",Not Bullying 
"""Your attention to detail and commitment to excellence set the gold standard for content creators.""",Not- Bullying 
"""Your authenticity is your greatest asset, and it's what makes your channel so relatable and cherished.""",Not Bullying 
"""Your storytelling is enchanting, and it transports us to places we've never been.""",Not- Bullying 
"""Your channel is a wellspring of wisdom and inspiration, and I'm thankful for the insights you share.""",Not Bullying 
"""Your passion is contagious, and it ignites the flames of passion in your viewers as well.""",Not- Bullying 
"""Your enthusiasm is a burst of positivity that motivates us to pursue our dreams with zeal.""",Not Bullying 
"""Your videos provide not only entertainment but also valuable life lessons and growth opportunities.""",Not- Bullying 
"""Your authenticity and transparency set an admirable example for content creators everywhere.""",Not Bullying 
"""Your dedication to your audience's well-being is heartwarming. You've created a loving and supportive community.""",Not- Bullying 
"""Your positivity is like a guiding star, leading us toward a brighter and more hopeful future.""",Not Bullying 
I adore how he appears to be moving there.,Not-Bullying
"Therapy for Amar mone patients is now available, according to a report.",Bullying
Ten outdoors soon everyone's treatment seat shake the doctor's radio land.,Not-Bullying
"At this moment, my life has come to a complete halt.",Not-Bullying
"I support reparations for everyone who requests them, regardless of race.",Not-Bullying
"This nigga makes me nauseous, girl.",Bullying
I wish to fuck you.,Bullying
"Hey, you need to be embarrassed of your revolting self.",Not - Bullying
"Haha, isn't route running a requirement for the job? Humans are stupid. However, eff Edelman! He simply seems as he does.",Bullying 
Racism occurs when you choose to wash your white clothing before your black and colored ones.,Bullying
Islamists are who? Those who completely adhere to the precepts of Muhammad as stated in the Quran and the Hadiths,Bullying
"Female action movies aren't sexist, but male action movies are...ehhhh @That_Damn_Ram",Bullying 
I wish my opponent was playing.,Not Bullying 
"Since the females are unable to cook, I hope this round shamed them.",Not- Bullying 
Ha-ha-ha-ha-ha! Islam opposes wickedness.,Bullying
We appreciate everyone who joined us and the San Benito Bully dog group on our stroll.,Not -Bullying
addressing harassment,Not- Bullying 
"You are a stupid nigger in addition to being a nigger. You and your rioting, fuck you. You desire a war?",Bullying
I also despise your work.,Bullying
"Get real, you fucking jerk.",Bullying 
Heh. WHAT?! Fuck 'em where?,Bullying
You must be aware that some individuals enjoy older music but don't listen to it.,Not-Bullying 
"I genuinely miss my schoolmates and classmates. Everyone, I'll see you shortly.",Not-Bullying 
Let's discuss what being a victim entails.,Not-Bullying 
"nobody ever helped me, just like my bully",Not-Bullying 
This Mexican girl called my buddies and I niggers.,Bullying 
"I'm not referring to Muslims, you idiot, but to halal products. Are you stating that Muslims must consume Halal products?",Bullying 
"As has been said, the fundamental need for becoming a Muslim is to become a katua and a chootiya, making you an ideal fool and an adherent of Allah.",Bullying 
US and Israel share common adversaries.,Bullying 
Bangladesh is a more lax nation.,Bullying
Bangladesh has scored 100 runs so far.,Bullying
I adore Sunny Leone and cute kids' movies.,Not-Bullying 
I'm your closest pal from Bangladesh.,Bullying
"I've been floating like clouds in your head, honey; I'm not tired at all.",Bullying 
Cakor tui ranur bokacoda,Bullying
"Hahaha!  So be careful, then.",Bullying
Yay! Yaya dancing I enjoy how she's self-assured about her appearance.,Not-Bullying
Bangladesh is a really lovely country.,Not-Bullying
"Oh my god! YOU CANNOT DO STUFF LIKE THAT, GIRL!",Bullying 
Motherchod. Stupid of you!,Bullying 
Are you a slutty man?,Bullying
You guys have a nasty mind.,Bullying 
It seems beautiful.,Not -Bullying 
I wish my opponent was playing.,Not-Bullying
Bebs will see you all shortly.,Not-Bullying
"Nemokharan, you are in.",Bullying
By killing him.,Bullying
your own machine's oil.,Bullying 
She enjoys flowers.,Not-Bullying
You are an obese person.,Bullying
Maram desired to learn more about her ancestry.,Bullying 
"You appear to be a nomad. Not sorry, I'm sorry.",Not-Bullying
"I left the shelter without a dog, but I now have plans.",Not bullying 
"Wait, your Facebook is now blocked.",Bullying
"Heroalom is an akebare, cehara dekte nispap baccha.",Bullying
Next Tarket Puja by Sakib Khan,Bullying
Obama deposed the Muslim Brotherhood's president of Egypt in 2013. You people are stupid.,Bullying
"To RESTRICT Jihadis-Terrorists COMMITTING Ghazwa-e-Hindu Dar-ul-Harb JIHAD against Hindus, Hindutva, Hindusthan, and Humanity",Bullying
Hindus are the children of nits,Bullying
"Hey girl, you have such a cute gorgeous body.",Bullying
I cherish my nation.,Not-Bullying
No one can reveal anything about her history but her current ambitions.,Bullying
"Since the election, I have not seen a white girl or boy behave in a manner as stupid or vicious as a nigerian or a beaner, but white people, we are racists!",Bullying 
Kimjonun is a risky individual.,Bullying
"Red, you moron, stop talking so loudly.",Bullying
"Fuck you, baby",Bullying 
appears to be lovely,Not-Bullying
"Your baby is adorable, sister.",Not-Bullying
I totally missed it. So furious.,Bullying
The visitors stink much more,Bullying
She's awful.,Bullying
I'M FUCKED!,Bullying
You are now done.,Bullying 
You can't eat salad.,Bullying
My system is operational in this room.,Not-Bullying
"You, lusser, are a fuckboy.",Bullying
resent them.,Bullying 
"Undoubtedly, you are a loser.",Bullying 
I need you fucked.,Bullying
Yours is mine,Not-Bullying
Chande Sayedik dekha gese,Bullying 
You murdered him.,Bullying
I believe one of your first senses to die is sensation.,Bullying
What is making us all crazy in this country is racism.,Bullying
Law should use due diligence. You idiots!,Bullying 
How are your pals who are all idiot ninnies any assistance to you?,Bullying
"Sexy chick, wow.",Bullying 
"Stay with you for one night, bby.",Bullying
He was thus sacked by Muslims for this reason.,Bullying
"In terms of the cosmos, I'm not sure.",Not-Bullying
I enjoy it,Bullying.
I want to get an automobile.,Not-Bullying
I need to speak with you.,Not-Bullying
Warm Figure,Not-Bullying
He enjoys painting alone.,Bullying
"Being a poor person, you",Not-Bullying
murdered him were buddis,Bullying
My dream job is computer engineer.,Bullying 
Europe does not include Brazil.,Bullying 
I want to take action.,Not-Bullying
"Go get it from him, please.",Not-Bullying
Her automobile was ours to use.,Bullying
Julie speaks quite quickly.,Bullying
"Every week, we see them.",Not-Bullying
What time does the train typically depart?,Bullying
What a jerk you are,Not-Bullying
You can hand it over to me.,Bullying
What makes you speak so poorly?,Not-Bullying
You won't make the nation better,Bullying
"What Muslim are you referencing, you moron?",Bullying 
You think it's too hot.,Bullying
I kiss you.,Bullying 
Breathe easily,Bullying 
Not to worry,Not-Bullying 
What's up with that girl?,Not-Bullying 
You are impoverished.,Bullying
Manus the tmi job krona ki ble,Bullying 
I want to get an automobile.,Bullying 
You're my spouse.,Bullying
She appears to be a bitch.,Not-Bullying 
He assaulted his wife while drinking booze.,Not-Bullying 
Eid is the worst day of the month.,Bullying
"A fool would claim that the world is flat, like a carpet.",Bullying 
Islam was proclaimed to be a whole religion by the prophet Muhammad (s.a.w.,Bullying 
Sexy,Bullying 
Why do Muslims insist that women dress modestly and remain at home?,Bullying 
This is what I want to do.,Bullying 
I'm serious!,Bullying 
Damn fine,Not-Bullying 
I adore this location,Not-Bullying 
Screw this,Not-Bullying 
You're lying.,Not-Bullying 
"Regards, Kitty",Bullying 
You identify as a third gender.,Bullying 
expecting you,Bullying 
I abhor you.,Bullying 
"Hey girl, I go to bed at night.",Not-Bullying 
Lucky Charms offends me.,Not-Bullying 
All people are threatened by nuclear weapons.,Bullying 
Any terrorist must be taken by the police.,Bullying 
We're hoping the kidnappers won't make good on their threat to kill the captives.,Bullying 
Three major railway stations were shut down.,Bullying 
Police security was made available to the prosecution's main witness after she received,Bullying 
It would stun you to realize that Allah is the one and only true God if you are not a Muslim till the day of judgment.,Bullying 
"This weekend, expect unrest from the hardline Christians who support him.",Bullying
It's just another workday.,Bullying
"Dawg, I want to make this woman suffer.",Bullying
"Answer my questions, you moron. Verses from the Qur'an that mention all Muslims going to Hell were given to me.",Not-Bullying
"How about you, little nigga, quit asking questions?",Bullying
Jinna asked for direct action to slaughter Hindus in order to split India on the basis of Islam.,Bullying
viewing a film,Bullying 
Your noods are fierce.,Bullying 
I now know what to watch tomorrow while having breakfast.,Not-Bullying 
"You are a terrible student, hehe",Bullying 
It's a beautiful video!,Not-Bullying
This video deserves to go viral.,Bullying 
"My buddy, you are the upcoming tik-tok mega star.",Not-Bullying 
I can't believe it's you; continue developing and acting.,Bullying 
I really enjoy watching your TikTok videos; they're so fun.,Bullying 
.. They are adorable. .I'm sad to learn that some individuals believe all Thai K-POP fans despise them since they're not,Bullying 
"Hey girl, 1000 tk every night",Not-Bullying 
You're a moron.,Bullying
I composed some orchestral pieces.,Bullying 
What a shame for those who were harmed or vulnerable by it.,Bullying 
"On your forehead, get a tattoo of that stuff.",Not-Bullying
I am quite grateful for your warm sentiments. I'm a huge fan of your voice.,Bullying
This isn't going to work since none of us are 12 years old or younger.,Bullying
You appear to be gorgeous!,Bullying
My day is made brighter by your grin!,Not-Bullying
This article made me chuckle. I appreciate you sharing!,Bullying
Your experiences are always so awesome!,Bullying
I appreciate your support. You've saved my life!,Bullying
Thank you for being a part of my life.,Not-Bulllying
"Yes, that image is similar to that of a hero.",Bullying
"Memes are a dkhe tomorow at noon, please.",Bullying
"How amusing you are on Tiktok, Chalaw",Bullying
ekta chobi sobcheye baje upload diyeco tumi,Bullying
Tmk Dkhte Kemon Jeno Liga,Bullying
Your passion and perseverance are really remarkable.,Bullying
Let me know if you ever need a helping hand.,Bullying
I'm here to help you however I can.,Not-Bullying
Never be reluctant to get in touch if you need anything.,Not-Bullying
"Shoddy workmanship, please",Not-Bullying
May your birthday be blessed with pleasure and happiness.,Bullying
"Enjoy your day, you're another year wiser and more amazing!",Bullying
Your birthday is a reminder of how precious you are. Have a terrific party!,Not-Bullying
When a person recounts a true story:,Not-Bullying
Your photographic abilities are amazing; each image contains a narrative.,Not-Bulyying
"You lead by example, and your leadership style is admirable.",Not-Bullying
It's admirable the way you manage difficulties and inspire your group.,Not-Bullying
"A great leader, you bring out the best in everyone you work with!",Not-Bullying
Your talent is limitless!,Not-Bullying
You have a remarkable command of language.,Not-Bullying
"No matter what, I'm here for you, and we'll get through this together.",Not-Bullying
"I know you're tremendously strong, and I know you can get through this.",Not-Bullying
I'm sending you all the energy and fortitude you need right now.,Not-Bullying
recognizing creative talent in others,Not-Bullying
You truly have gifted the world with your artistic abilities. Create more!,Not-Bullying
"Your wedding was a magnificent occasion, and your love story is lovely.",Not-Bullying
May your path as a couple be filled with unforgettable experiences and special moments.,Not-Bullying
Your creative ability never ceases to surprise me.,Bullying
Your enthusiasm for [insert interest] is motivational.,Bullying
This isn't going to work since none of us are 12 years old or younger.,Bullying
You appear to be gorgeous!,Not-Bullying
My day is made brighter by your grin!,Not-Bullying
Have faith in yourself; you can do this.,Bullying
Keep trying; you're more resilient than you realize.,Bullying
Your commitment and effort are bearing fruit. Keep going!,Not-Bullying
You've accomplished a goal that many others strive for. Good work!,Not-Bullying
Your perseverance and ability are demonstrated by your achievement.,Not-Bullying
"No matter what, I'm here for you.",Not-Bullying
Your fortitude is admirable.,Bullyinfg
The films they have are all of the adult variety.,Bullying
You require a really warm clothing.,Bullying
You appear too attractive.,Bullying
Memes are shared widely and are often favorable.,Bullying
You are very innocent and lovely.,Bullying
You are a pitiful failure even as a troll.,Bullying
George Floyd would be ashamed of this.,Not-Bullying 
I believe one of your first senses to die is sensation.,Bullying 
Law should use due diligence. You idiots!,Not-Bullying 
Islam was proclaimed to be a whole religion by the prophet Muhammad (s.a.w.,Not-Bullying 
I'm serious!,Not-Bullying 
Why do Muslims insist that women dress modestly and remain at home?,Bullying 
Lucky Charms offends me.,Not-Bullying 
Any terrorist must be taken by the police.,Bullying 
This video deserves to go viral.,Bullying 
All people are threatened by nuclear weapons.,Bullying 
We're hoping the kidnappers won't make good on their threat to kill the captives.,Bullying 
Any terrorist must be taken by the police.,Bullying 
Three major railway stations were shut down.,Bullying 
Police security was made available to the prosecution's main witness after she received,Bullying 
"can't stop watching this, honestly",Bullying 
I composed some orchestral pieces.,Bullying 
B**** of,Not-Bullying 
What size are you?,Not-Bullying 
Thank you for being a part of my life.,Bullying 
"Yes, that image is similar to that of a hero.",Bullying
"Memes are a dkhe tomorow at noon, please.",Bullying
"How amusing you are on Tiktok, Chalaw",Bullying
Best wishes on your well-earned success!,Bullying
Enjoy it—you've worked so hard for it!,Bullying
Your accomplishments never cease to motivate us all.,Not-Bullying
"You could do it, I knew it! Well done!",Not-Bullying
Why do Muslims insist that women dress modestly and remain at home?,Not-Bullying
Lucky Charms offends me.,Not-Bullying
Any terrorist must be taken by the police.,Bullying 
This video deserves to go viral.,Bullying 
All people are threatened by nuclear weapons.,Bullying 
We're hoping the kidnappers won't make good on their threat to kill the captives.,Bullying 
Any terrorist must be taken by the police.,Bullying 
Three major railway stations were shut down.,Bullying 
Police security was made available to the prosecution's main witness after she received,Bullying 
This video deserves to go viral.,Bullying 
All people are threatened by nuclear weapons.,Bullying 
We're hoping the kidnappers won't make good on their threat to kill the captives.,Bullying 
Any terrorist must be taken by the police.,Bullying 
Three major railway stations were shut down.,Bullying 
Police security was made available to the prosecution's main witness after she received,Bullying 
I appreciate you sharing your amazing tale.,Bullying 
So many of us can relate to what you've gone through. It's not just you.,Bullying 
"It takes guts to share something like this, so bravo. You're having an impact.",Not-Bullying
Inspiration for a fresh endeavor:,Not-Bullying
What a shame for those who were harmed or vulnerable by it.,Not-Bullying
"On your forehead, get a tattoo of that stuff.",Not-Bullying
I am quite grateful for your warm sentiments. I'm a huge fan of your voice.,Bullying
This isn't going to work since none of us are 12 years old or younger.,Bullying
You appear to be gorgeous!,Bullying
My day is made brighter by your grin!,Not-Bullying
This article made me chuckle. I appreciate you sharing!,Bullying
I want to go to the club with you.,Bullying
Sexting party in Cholo,Bullying
"If you ever need to chat, let me know.",Bullying
I can picture how difficult that must be.,Bullying
Love and good energies are being sent your way at this trying time.,Not-Bullying
"Your emotions are legitimate, and I'm here to help you.",Not-Bullying
I really enjoy watching your TikTok videos; they're so fun.,Not-Bullying
.. They are adorable. .I'm sad to learn that some individuals believe all Thai K-POP fans despise them since they're not,Not-Bullying
"Hey girl, 1000 tk every night",Not-Bullying 
You're a moron.,Bullying
I composed some orchestral pieces.,Bullying 
What a shame for those who were harmed or vulnerable by it.,Bullying 
"On your forehead, get a tattoo of that stuff.",Not-Bullying
I am quite grateful for your warm sentiments. I'm a huge fan of your voice.,Bullying
This isn't going to work since none of us are 12 years old or younger.,Bullying
You appear to be gorgeous!,Bullying
My day is made brighter by your grin!,Not-Bullying
You totally owned the stage! Such an amazing performance!,Bullying
"You truly have gifted the world with your artistic abilities. Create more!""",Bullying
I'm continually in awe of your imagination; it knows no limits.,Not-Bullying
I'm looking forward to seeing what you do next since your work is a gem.,Not-Bullying
promoting progress and personal development:,Not-Bullying
"Dawg, I want to make this woman suffer.",Not-Bullying
"You supplied passages from the Qur'an that mention all Muslims going to Hell, you fool, respond to my allegations.",Not-Bullying
"How about you, little nigga, quit asking questions?",Bullying
Jinna asked for direct action to slaughter Hindus in order to split India on the basis of Islam.,Bullying
Tit Tut Tit India,Bullying
Well done; I was engrossed from start to finish.,Bullying 
when a person announces good news:,Bullying 
I'm your closest pal from Bangladesh.,Not-Bullying
"I've been floating like clouds in your head, honey; I'm not tired at all.",Not-Bullying
Cakor tui ranur bokacoda,Bullying
"Hahaha, well then, be careful.",Bullying 
"It might be scary to start something new, but I know you can do it.",Bullying
Accept this chance with confidence; you're up to the task.,Bullying
"Go for it, I can't wait to see where this trip takes you!",Not-Bullying
Manus the tmi job krona ki ble,Not-Bullying
I want to get an automobile.,Not-Bullying
You're my spouse.,Bullying
She appears to be a bitch.,Not-Bullying 
He assaulted his wife while drinking booze.,Not-Bullying 
Eid is the worst day of the month.,Bullying
"A fool would claim that the world is flat, like a carpet.",Bullying 
Islam was proclaimed to be a whole religion by the prophet Muhammad (s.a.w.,Bullying 
Sexy,Bullying 
My system is operational in this room.,Bullying 
"You, lusser, are a fuckboy.",Bullying 
resent them.,Not-Bullying
"Undoubtedly, you are a loser.",Bullying
I need you fucked.,Bullying 
Yours is mine,Bullying
You murdered him.,Bullying
I believe one of your first senses to die is sensation.,Bullying 
What is making us all crazy in this country is racism.,Bullying
"You idiots, let the law do its due diligence!",Bullying
How are your pals who are all idiot ninnies any assistance to you?,Bullying
"Sexy chick, wow.",Bullying 
Please remain with me for one night.,Bullying
I'm continually in awe of your imagination; it knows no limits.,Bullying 
I'm looking forward to seeing what you do next since your work is a gem.,Bullying
promoting progress and personal development:,Not-Bullying
"Keep improving, your dedication to self-improvement is admirable.",Not-Bullying
You're doing well! Every day is an opportunity to become a better version of yourself.,Not-Bullying
Your commitment to personal development is an investment in your success in the long run.,Not-Bullying
What excellent news for you! I'm so pleased for you!,Not-Bullying
We are all happy for you and your achievement.,Not-Bullying
The most exciting thing I've heard all day is this!,Not-Bullying
Your optimism spreads like wildfire!,Not-Bullying
Hot women,Not-Bullying
"It might be scary to start something new, but I know you can do it.",Not-Bullying
Accept this chance with confidence; you're up to the task.,Bullying
"Go for it, I can't wait to see where this trip takes you!",Not-Bullying
how dull the political system is,Bullying
How did bal besi get?,Bullying
"Without our sex night, it couldn't have happened.",Bullying
The population speaks far too much,Bullying
Thank you for your dedication; you've earned this promotion.,Bullying
You make a tremendous contribution to the group. You are a valuable member of our team.,Bullying
Your accomplishments set a high bar for us all to aim for.,Not-Bullying
Thanking a friend for their friendship:,Not-Bullying
To have a buddy like you is a blessing. I appreciate you being there for me.,Not-Bullying
I value our friendship immensely. I treasure our time together.,Not-Bullying
You are one of the brightest threads in the life's tapestry.,Not-Bullying
People are careless with their posts.,Not-Bullying
The management position is detrimental to society.,Not-Bullying
The Society is able to address all of its negative aspects.,Bullying
Social folks are far too negative.,Bullying
The memes are funny like you,Bullying
This image is beautiful beyond words. You are quite talented at catching special moments.,Bullying
You brilliantly encapsulated the essence of the situation.,Bullying
Your photographic talent is remarkable; each image conveys a narrative.,Not-Bullying
expressing respect for knowledge in others:,Not-Bullying
Let's discuss sex.,Not-Bullying
Let's discuss the garbage team.,Bullying
Your behind is far too hot.,Bullying
The people of mango are terrible.,Bullying
Your observations always provide a new angle. You teach me so much.,Bullying
Your knowledge serves as a beacon in my life.,Bullying
Your breadth of knowledge and understanding never ceases to amaze and inspire me.,Not-Bullying
lauding a leader's ability to lead:,Not-Bullying
You're a rabbinical.,Not-Bullying
Her productivity level is far too low.,Not-Bullying
This is what I want to do.,Not-Bullying
I'm serious!,Not-Bullying 
Damn fine,Not-Bullying 
I adore this location,Not-Bullying 
Screw this,Bullying 
You're lying.,Bullying 
"Regards, Kitty",Not-Bullying 
You identify as a third gender.,Bullying 
janle uthan baka at night,Bullying 
expecting you,Not-Bullying 
I abhor you.,Not-Bullying 
"Hey girl, I go to bed at night.",Bullying 
Lucky Charms offends me.,Bullying 
All people are threatened by nuclear weapons.,Bullying 
Any terrorist must be taken by the police.,Bullying 
We're hoping the kidnappers won't make good on their threat to kill the captives.,Bullying 
Three major railway stations were shut down.,Bullying 
Police security was made available to the prosecution's main witness after she received,Bullying 
It would stun you to realize that Allah is the one and only true God if you are not a Muslim till the day of judgment.,Bullying
"This weekend, expect unrest from the hardline Christians who support him.",Bullying
It's just another workday.,Not-Bullying
"Dawg, I want to make this woman suffer.",Bullying
"Answer my questions, you moron. Verses from the Qur'an that mention all Muslims going to Hell were given to me.",Bullying
"How about you, little nigga, quit asking questions?",Bullying
Jinna asked for direct action to slaughter Hindus in order to split India on the basis of Islam.,Bullying
viewing a film,Not-Bullying 
Your noods are fierce.,Bullying 
I now know what to watch tomorrow while having breakfast.,Not-Bullying
"You are a terrible student, hehe",Bullying 
It's a beautiful video!,Not-Bullying 
This video deserves to go viral.,Bullying 
"My buddy, you are the upcoming tik-tok mega star.",Bullying 
I can't believe it's you; continue developing and acting.,Bullying 
I really enjoy watching your TikTok videos; they're so fun.,Not-Bullying 
.. They are adorable. .I'm sad to learn that some individuals believe all Thai K-POP fans despise them since they're not,Bullying
"Hey girl, 1000 tk every night",Bullying 
I composed some orchestral pieces.,Not-Bullying
What a shame for those who were harmed or vulnerable by it.,Bullying
"On your forehead, get a tattoo of that stuff.",Not-Bullying
I am quite grateful for your warm sentiments. I'm a huge fan of your voice.,Not-Bullying
This isn't going to work since none of us are 12 years old or younger.,Not-Bullying
You appear to be gorgeous!,Not-Bullying
My day is made brighter by your grin!,Not-Bullying
This article made me chuckle. I appreciate you sharing!,Not-Bulyying
Your experiences are always so awesome!,Not-Bulllying
I appreciate your support. You've saved my life!,Not-Bulllying
Thank you for being a part of my life.,Not-Bulllying
"Yes, that image is similar to that of a hero.",Bullying
